_prepare,_run,aff_lum,align,background,blockNr,block_total,cal_beep,cal_target_size,canvas_backend,cat,catch,catch_trial,column_order,comp,compensation,content,coordinates,correct_garage,correct_garage_label,correct_kitchen,correct_kitchen_label,correct_response,count_CoG_dictionary,count_Description,count_block_loop,count_block_sequence,count_determine_CoG,count_display_fixation_and_stimulus,count_experiment,count_experimental_loop,count_extra_log_vars,count_eyelink_calibrate,count_get_block_properties,count_get_trial_properties,count_global_functions,count_global_variables,count_goodbye,count_logger,count_reset_feedback,count_suppress_warnings,count_trial_sequence,cutoff,cycles,description,dev_for_warning,duration,feedback_dur,fix_lost,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,gap,handle_side,height,item,jitter,keyboard_backend,label1,label2,language,large_fix_col,large_fix_size,letter,mask_side,max_dev_fix,max_dev_object,max_samples,maxchar,min_samples_fix,min_samples_object,mouse_backend,note,nr_catch,object,offset,order,overall_rep,pict,practice,rep,repeat,repeat_cycle,response,response1,response2,response_goodbye,response_hand,response_time,response_time_goodbye,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,scale,scale_stim,scaled_height,scaled_width,skip,start,subject_nr,subject_parity,symm,synth_backend,time_CoG_dictionary,time_Description,time_block_loop,time_block_sequence,time_determine_CoG,time_display_fixation_and_stimulus,time_experiment,time_experimental_loop,time_extra_log_vars,time_eyelink_calibrate,time_get_block_properties,time_get_trial_properties,time_global_functions,time_global_variables,time_goodbye,time_logger,time_reset_feedback,time_suppress_warnings,time_trial_sequence,timeout_dur,title,tracker_attached,trials_per_block,visual_field,width,xCoG,x_stim_corr,y_cen,y_fix,y_fix_normal,y_stim,y_stim_degrees,corrDirection,endX1,endY1,endX1Norm,endY1Norm,endX1NormToHandle,saccLat1,endX2,endY2,endX2Norm,endY2Norm,endX2NormToHandle,saccLat2,endX3,endY3,endX3Norm,endY3Norm,endX3NormToHandle,saccLat3
NA,NA,opposite,NA,white,4.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,3.0,3.0,372.0,372.0,0.0,0.0,372.0,0.0,3.0,372.0,0.0,0.0,0.0,372.0,3.0,0.0,372.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,400.978807772,psycho,bouton 1,bouton 2,French,black,32.0,E,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,washingbrush,NA,NA,21.0,asymm_kitchen_washingbrush,no,5.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,33.9895188539,-33.9895188539,384.0,0.0,384.0,200.0,5.0,correction awayHandle,30.0,-205.0,0.170132325142,-4.73076923077,-0.170132325142,89.8,-25.0,-214.0,-0.141776937618,-4.93846153846,0.141776937618,1044.7,-6.0,-183.0,-0.0340264650284,-4.22307692308,0.0340264650284,2125.5
NA,NA,overlap,NA,white,4.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,3.0,3.0,373.0,373.0,0.0,0.0,373.0,0.0,3.0,373.0,0.0,0.0,0.0,373.0,3.0,0.0,373.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,337.101385194,psycho,bouton 1,bouton 2,French,black,32.0,F,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,spoon,NA,NA,20.0,asymm_kitchen_spoon,no,5.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-0.746140124,0.746140124,384.0,0.0,384.0,188.0,5.0,correction awayHandle,-60.0,-176.0,-0.325497287523,-6.51851851852,0.325497287523,218.8,,,,,,,,,,,,
NA,NA,control,NA,white,4.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,3.0,3.0,374.0,374.0,0.0,0.0,374.0,0.0,3.0,374.0,0.0,0.0,0.0,374.0,3.0,0.0,374.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,490.205178064,psycho,bouton 1,bouton 2,French,black,32.0,D,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,roller,NA,NA,22.0,symm_kitchen_roller,no,5.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-2.5119474818,2.5119474818,384.0,0.0,384.0,194.0,5.0,correction awayHandle,33.0,-195.0,0.176470588235,-7.22222222222,0.176470588235,92.9,49.0,-187.0,0.262032085561,-6.92592592593,0.262032085561,93.0,-54.0,-187.0,-0.288770053476,-6.92592592593,-0.288770053476,150.7
NA,NA,control,NA,white,4.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,3.0,3.0,375.0,375.0,0.0,0.0,375.0,0.0,3.0,375.0,0.0,0.0,0.0,375.0,3.0,0.0,375.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,376.160061471,psycho,bouton 1,bouton 2,French,black,32.0,B,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,hammer,NA,NA,23.0,asymm_garage_hammer,no,5.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,49.2380396484,-49.2380396484,384.0,0.0,384.0,-231.0,-7.0,correction awayHandle,23.0,241.0,0.138832997988,3.74611398964,-0.138832997988,91.1,-83.0,240.0,-0.501006036217,3.73056994819,0.501006036217,233.7,-36.0,224.0,-0.217303822938,3.48186528497,0.217303822938,1644.2
NA,NA,control,NA,white,4.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,3.0,3.0,376.0,376.0,0.0,0.0,376.0,0.0,3.0,376.0,0.0,0.0,0.0,376.0,3.0,0.0,376.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,391.262293739,psycho,bouton 1,bouton 2,French,black,32.0,B,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,wrench,NA,NA,21.0,asymm_garage_wrench,no,6.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,21.1258078553,-21.1258078553,384.0,0.0,384.0,209.0,6.0,correction awayHandle,32.0,-207.0,0.181818181818,-6.46875,-0.181818181818,190.8,-63.0,-207.0,-0.357954545455,-6.46875,0.357954545455,266.0,-10.0,-208.0,-0.0568181818182,-6.5,0.0568181818182,2751.4
NA,NA,overlap,NA,white,4.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,3.0,3.0,377.0,377.0,0.0,0.0,377.0,0.0,3.0,377.0,0.0,0.0,0.0,377.0,3.0,0.0,377.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,559.398246244,psycho,bouton 1,bouton 2,French,black,32.0,F,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,leveller,NA,NA,22.0,symm_garage_leveller,no,5.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-16.3069571211,16.3069571211,384.0,0.0,384.0,-225.0,-7.0,correction awayHandle,-27.0,225.0,-0.16265060241,5.92105263158,0.16265060241,194.3,17.0,227.0,0.102409638554,5.97368421053,-0.102409638554,3124.0,,,,,,
NA,NA,overlap,NA,white,4.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,3.0,3.0,378.0,378.0,0.0,0.0,378.0,0.0,3.0,378.0,0.0,0.0,0.0,378.0,3.0,0.0,378.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,398.430682227,psycho,bouton 1,bouton 2,French,black,32.0,F,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,sharpeningsteel,NA,NA,21.0,asymm_kitchen_sharpeningsteel,no,6.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-31.0812605329,31.0812605329,384.0,0.0,384.0,-234.0,-7.0,correction towardsHandle,-30.0,247.0,-0.165441176471,10.2916666667,0.165441176471,89.8,14.0,223.0,0.0772058823529,9.29166666667,-0.0772058823529,1721.4,-66.0,202.0,-0.363970588235,8.41666666667,0.363970588235,2797.1
NA,NA,opposite,NA,white,4.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,3.0,3.0,379.0,379.0,0.0,0.0,379.0,0.0,3.0,379.0,0.0,0.0,0.0,379.0,3.0,0.0,379.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,422.810909282,psycho,bouton 1,bouton 2,French,black,32.0,E,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,carrot,NA,NA,21.0,symm_kitchen_carrot,no,5.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-7.5737207373,7.5737207373,384.0,0.0,384.0,180.0,5.0,correction awayHandle,54.0,-171.0,0.373271889401,-5.23469387755,-0.373271889401,215.2,,,,,,,,,,,,
NA,NA,control,NA,white,4.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,3.0,3.0,380.0,380.0,0.0,0.0,380.0,0.0,3.0,380.0,0.0,0.0,0.0,380.0,3.0,0.0,380.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,347.216994962,psycho,bouton 1,bouton 2,French,black,32.0,D,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,peeler,NA,NA,22.0,asymm_kitchen_peeler,no,6.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-0.7641027481,0.7641027481,384.0,0.0,384.0,201.0,5.0,correction awayHandle,11.0,-211.0,0.0760368663594,-9.59090909091,0.0760368663594,158.4,-52.0,-187.0,-0.359447004608,-8.5,-0.359447004608,460.4,62.0,-193.0,0.428571428571,-8.77272727273,0.428571428571,1847.1
NA,NA,control,NA,white,4.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,3.0,3.0,381.0,381.0,0.0,0.0,381.0,0.0,3.0,381.0,0.0,0.0,0.0,381.0,3.0,0.0,381.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,322.449487246,psycho,bouton 1,bouton 2,French,black,32.0,B,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,mallet,NA,NA,20.0,asymm_garage_mallet,no,5.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,36.4525052012,-36.4525052012,384.0,0.0,384.0,220.0,6.0,correction awayHandle,6.0,-214.0,0.0368852459016,-3.21,-0.0368852459016,90.0,-81.0,-221.0,-0.497950819672,-3.315,0.497950819672,219.2,31.0,-235.0,0.190573770492,-3.525,-0.190573770492,1782.0
NA,NA,opposite,NA,white,4.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,3.0,3.0,382.0,382.0,0.0,0.0,382.0,0.0,3.0,382.0,0.0,0.0,0.0,382.0,3.0,0.0,382.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,417.726884017,psycho,bouton 1,bouton 2,French,black,32.0,E,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,chisel,NA,NA,23.0,asymm_garage_chisel,no,6.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-22.7634398745,22.7634398745,384.0,0.0,384.0,235.0,6.0,correction towardsHandle,5.0,-240.0,0.0284090909091,-10.0,-0.0284090909091,93.8,86.0,-229.0,0.488636363636,-9.54166666667,-0.488636363636,151.6,38.0,-224.0,0.215909090909,-9.33333333333,-0.215909090909,2576.4
NA,NA,control,NA,white,4.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,3.0,3.0,383.0,383.0,0.0,0.0,383.0,0.0,3.0,383.0,0.0,0.0,0.0,383.0,3.0,0.0,383.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,336.095090566,psycho,bouton 1,bouton 2,French,black,32.0,D,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,spoon2,NA,NA,22.0,asymm_kitchen_spoon2,no,6.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-12.0262630064,12.0262630064,384.0,0.0,384.0,-223.0,-7.0,correction awayHandle,-47.0,229.0,-0.267045454545,5.3671875,-0.267045454545,96.3,49.0,221.0,0.278409090909,5.1796875,0.278409090909,217.7,-5.0,217.0,-0.0284090909091,5.0859375,-0.0284090909091,1957.4
NA,NA,control,NA,white,5.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,4.0,4.0,384.0,384.0,0.0,0.0,384.0,0.0,4.0,384.0,0.0,0.0,0.0,384.0,4.0,0.0,384.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,380.785335741,psycho,bouton 1,bouton 2,French,black,32.0,C,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,knife,NA,NA,21.0,asymm_kitchen_knife,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,1.8152410452,-1.8152410452,384.0,0.0,384.0,212.0,6.0,correction awayHandle,64.0,-213.0,0.362948960302,-9.984375,0.362948960302,92.7,-67.0,-208.0,-0.379962192817,-9.75,-0.379962192817,186.4,-6.0,-203.0,-0.0340264650284,-9.515625,-0.0340264650284,521.7
NA,NA,control,NA,white,5.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,4.0,4.0,385.0,385.0,0.0,0.0,385.0,0.0,4.0,385.0,0.0,0.0,0.0,385.0,4.0,0.0,385.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,395.923929096,psycho,bouton 1,bouton 2,French,black,32.0,D,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,peeler,NA,NA,23.0,asymm_kitchen_peeler,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,0.7641027481,-0.7641027481,384.0,0.0,384.0,-208.0,-7.0,correction awayHandle,-20.0,214.0,-0.138248847926,9.72727272727,0.138248847926,165.9,69.0,213.0,0.476958525346,9.68181818182,-0.476958525346,544.1,-67.0,212.0,-0.463133640553,9.63636363636,0.463133640553,2132.6
NA,NA,opposite,NA,white,5.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,4.0,4.0,386.0,386.0,0.0,0.0,386.0,0.0,4.0,386.0,0.0,0.0,0.0,386.0,4.0,0.0,386.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,462.325154366,psycho,bouton 1,bouton 2,French,black,32.0,E,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,fork,NA,NA,23.0,asymm_kitchen_fork,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,31.5657354875,-31.5657354875,384.0,0.0,384.0,-214.0,-7.0,correction awayHandle,33.0,205.0,0.176470588235,6.34020618557,-0.176470588235,89.5,-20.0,223.0,-0.106951871658,6.89690721649,0.106951871658,1462.3,2.0,220.0,0.0106951871658,6.80412371134,-0.0106951871658,2831.8
NA,NA,opposite,NA,white,5.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,4.0,4.0,387.0,387.0,0.0,0.0,387.0,0.0,4.0,387.0,0.0,0.0,0.0,387.0,4.0,0.0,387.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,460.011825586,psycho,bouton 1,bouton 2,French,black,32.0,B,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,roller,NA,NA,23.0,symm_kitchen_roller,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-9.0084671408,9.0084671408,384.0,0.0,384.0,234.0,6.0,correction awayHandle,-46.0,-233.0,-0.245989304813,-8.62962962963,-0.245989304813,89.8,28.0,-223.0,0.149732620321,-8.25925925926,0.149732620321,268.2,4.0,-245.0,0.0213903743316,-9.07407407407,0.0213903743316,2093.8
NA,NA,control,NA,white,5.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,4.0,4.0,388.0,388.0,0.0,0.0,388.0,0.0,4.0,388.0,0.0,0.0,0.0,388.0,4.0,0.0,388.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,422.448469847,psycho,bouton 1,bouton 2,French,black,32.0,D,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,paintbrush,NA,NA,22.0,asymm_garage_paintbrush,no,1.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,33.2045987775,-33.2045987775,384.0,0.0,384.0,-195.0,-6.0,correction awayHandle,11.0,189.0,0.062381852552,5.84536082474,-0.062381852552,180.2,-16.0,190.0,-0.0907372400756,5.87628865979,0.0907372400756,4265.2,,,,,,
NA,NA,opposite,NA,white,5.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,4.0,4.0,389.0,389.0,0.0,0.0,389.0,0.0,4.0,389.0,0.0,0.0,0.0,389.0,4.0,0.0,389.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,447.185904549,psycho,bouton 1,bouton 2,French,black,32.0,E,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,spoon2,NA,NA,23.0,asymm_kitchen_spoon2,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,15.6887769186,-15.6887769186,384.0,0.0,384.0,207.0,6.0,correction awayHandle,53.0,-214.0,0.301136363636,-5.015625,-0.301136363636,152.0,-3.0,-208.0,-0.0170454545455,-4.875,0.0170454545455,3131.9,,,,,,
NA,NA,opposite,NA,white,5.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,2.0,0.0,0.0,4.0,4.0,390.0,390.0,0.0,0.0,390.0,0.0,4.0,390.0,0.0,0.0,0.0,390.0,4.0,0.0,390.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,344.79957935,psycho,bouton 1,bouton 2,French,black,32.0,B,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,sharpeningsteel,NA,NA,22.0,asymm_kitchen_sharpeningsteel,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,22.2082942494,-22.2082942494,384.0,0.0,384.0,-208.0,-7.0,correction towardsHandle,-80.0,204.0,-0.441176470588,8.5,-0.441176470588,95.1,10.0,208.0,0.0551470588235,8.66666666667,0.0551470588235,159.9,-29.0,209.0,-0.159926470588,8.70833333333,-0.159926470588,2181.4
NA,NA,control,NA,white,5.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,4.0,4.0,391.0,391.0,0.0,0.0,391.0,0.0,4.0,391.0,0.0,0.0,0.0,391.0,4.0,0.0,391.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,324.712417893,psycho,bouton 1,bouton 2,French,black,32.0,C,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,chisel,NA,NA,24.0,asymm_garage_chisel,no,1.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,24.5764355818,-24.5764355818,384.0,0.0,384.0,175.0,5.0,correction towardsHandle,36.0,-179.0,0.204545454545,-7.45833333333,0.204545454545,89.2,-27.0,-183.0,-0.153409090909,-7.625,-0.153409090909,416.0,-14.0,-171.0,-0.0795454545455,-7.125,-0.0795454545455,2220.5
NA,NA,overlap,NA,white,5.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,1.0,bouton 1,2.0,bouton 2,1.0,0.0,0.0,4.0,4.0,392.0,392.0,0.0,0.0,392.0,0.0,4.0,392.0,0.0,0.0,0.0,392.0,4.0,0.0,392.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,449.439065021,psycho,bouton 1,bouton 2,French,black,32.0,A,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,wrench,NA,NA,22.0,asymm_garage_wrench,no,1.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,12.2379499064,-12.2379499064,384.0,0.0,384.0,-232.0,-7.0,correction awayHandle,-64.0,240.0,-0.363636363636,7.5,0.363636363636,209.9,,,,,,,,,,,,
